seed,final_test_accuracy,max_test_accuracy
30,0.6166666666666667,0.6722222222222223
31,0.6222222222222222,0.6833333333333333
32,0.6277777777777778,0.65
33,0.5944444444444444,0.6277777777777778
34,0.6,0.6555555555555556
35,0.5944444444444444,0.6222222222222222
36,0.6444444444444445,0.7055555555555556
37,0.5777777777777777,0.6333333333333333
38,0.6,0.7
39,0.6166666666666667,0.65
