seed,final_test_accuracy,max_test_accuracy
30,0.6388888888888888,0.6611111111111111
31,0.6444444444444445,0.6555555555555556
32,0.6333333333333333,0.6555555555555556
33,0.5888888888888889,0.6277777777777778
34,0.6166666666666667,0.6388888888888888
35,0.6111111111111112,0.6277777777777778
36,0.6722222222222223,0.6833333333333333
37,0.5388888888888889,0.5944444444444444
38,0.55,0.6333333333333333
39,0.5611111111111111,0.6111111111111112
