seed,final_test_accuracy,max_test_accuracy
30,0.6222222222222222,0.6888888888888889
31,0.6055555555555555,0.6611111111111111
32,0.6166666666666667,0.65
33,0.6,0.6388888888888888
34,0.6166666666666667,0.6333333333333333
35,0.5722222222222222,0.5777777777777777
36,0.6388888888888888,0.6888888888888889
37,0.5666666666666667,0.6111111111111112
38,0.5777777777777777,0.6222222222222222
39,0.5888888888888889,0.6111111111111112
