seed,final_test_accuracy,max_test_accuracy
30,0.6444444444444445,0.6555555555555556
31,0.6444444444444445,0.6777777777777778
32,0.6444444444444445,0.6777777777777778
33,0.65,0.6888888888888889
34,0.6388888888888888,0.6777777777777778
35,0.6166666666666667,0.6611111111111111
36,0.6333333333333333,0.6777777777777778
37,0.6333333333333333,0.6777777777777778
38,0.65,0.6666666666666666
39,0.6055555555555555,0.6333333333333333
