seed,final_test_accuracy,max_test_accuracy
30,0.6277777777777778,0.6444444444444445
31,0.6166666666666667,0.6333333333333333
32,0.6333333333333333,0.6777777777777778
33,0.6555555555555556,0.6833333333333333
34,0.6444444444444445,0.6611111111111111
35,0.6444444444444445,0.6666666666666666
36,0.6722222222222223,0.6722222222222223
37,0.6444444444444445,0.6555555555555556
38,0.6277777777777778,0.65
39,0.5777777777777777,0.6055555555555555
